Store Name,EAN/PLU,Root Article Code,LU,LV,SV Code,Description,Must Stock,Delisted,Store Selling Price,Cost Price,Vat,Case Qty,Margin %,DRS,Supplier,Article Linking
241 - RIALTO - O'LEARY,7622210412539,1026823,PCK,9,5,HALLS HONEY AND LEMON 45GRM,N,,1.85,16.00,23.00%,20,46.81%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,50084470,1038366,PCK,0,0,FISHERMANS FRIEND BLACKCURRANT LOZ 25GRM,N,,1.85,25.78,23.00%,24,28.58%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000159423090,1067862,PCK,1,1,LOCKETS EXTRA STRONG 43GRM,Y,,1.20,12.69,23.00%,20,34.96%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,96091722,1413385,PCK,0,0,FISHERMANS FRIEND HNY/LMN 25GRM,N,,2.80,25.78,23.00%,24,52.81%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5030104004920,1462367,PCK,0,0,JAKEMANS THROAT & CHEST LOZENAGE PK 45GRM,N,,1.75,17.19,23.00%,20,39.59%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5030104004944,1462367,PCK,1,1,JAKEMANS HONEY & LEMON STICK PACK 45GRM,N,,1.75,17.19,23.00%,20,39.59%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,1462373,,PCK,0,0,JAKEMANS HONEY&LEMON STICKPACK 41G,N,,1.12,12.00,23.00%,20,34.11%,N,BRM - BR MARKETING LTD - 1LOC_SUP,
241 - RIALTO - O'LEARY,40111568,1505750,PCK,0,0,LOCKETS CRNBRRY&BLBRRY 41GRM,N,,1.20,12.69,23.00%,20,34.96%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5030104005026,1642471,PCK,0,0,JAKEMANS SOOTHING MENTHOL SWEETS,N,,1.12,12.00,23.00%,20,34.11%,N,BRM - BR MARKETING LTD - 1LOC_SUP,
241 - RIALTO - O'LEARY,5030104005088,1833721,PCK,0,0,JAKEMANS HONEY AND LEMON LOZENGERS 73GRM,N,,2.30,14.73,23.00%,12,34.36%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5030104005064,1833721,PCK,1,1,JAKEMANS THROAT AND CHEST LOZENGES 73GRM,N,,2.30,14.73,23.00%,12,34.36%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5030104005163,1833721,PCK,2,2,JAKEMANS BLACKCURRANT BAG 73GRM,N,,2.30,14.73,23.00%,12,34.36%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5030104005125,1841891,PCK,0,0,JAKEMANS LOZENGES/73G,N,,1.60,0.94,23.00%,1,27.74%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5010933011238,1005428,PCK,4,4,CHEWITS FRUIT SALAD STICK PACK 30GRM,N,,1.55,26.79,23.00%,40,46.85%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5010933011207,1005428,PCK,6,6,CHEWITS STRAWBERRY 30GRM,N,,1.55,27.49,23.00%,40,45.46%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060072652175,1005428,PCK,7,7,CHEWITS BLUE RASPBERRY STICK PACK 30GRM,N,,1.55,26.79,23.00%,40,46.85%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5023274065600,1017858,PCK,0,0,BARRATTS REFRESHER ROLL 34.2GRM,N,,1.70,36.30,23.00%,48,45.28%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060072652199,1021934,PCK,0,0,CHEWITS XTRA APPLE STICK PACK 31GRM,N,,1.50,16.71,23.00%,24,42.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5023274045596,1024134,PCK,0,0,BARRATT FRUIT SALAD 36GRM,N,,1.25,17.49,23.00%,40,56.97%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,44291,1024134,PCK,1,1,BASSETTS STICK PACK BLACK JACK 36GRM,Y,,0.47,11.05,23.00%,40,27.70%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5023274045602,1029880,PCK,0,0,BARR BLACK JACK STICK PACK 36GRM,N,,1.55,19.10,23.00%,40,62.11%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011053003325,1030087,PCK,1,0,BZKA PUSH POP ORIG 15GRM,N,,1.49,18.79,23.00%,20,22.44%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5010511471751,1031234,PCK,0,0,BARRATT NOUGAT BAR 35GRM,N,,1.20,30.56,23.00%,40,21.69%,N,DELIST - DELISTED MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5010478440234,1034402,PCK,0,0,SWIZZELS MATLOW REFRSHR STICK PK 43GRM,Y,,0.60,11.17,23.00%,36,36.42%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5011053011870,1112431,PCK,0,0,TOPPS BIG BABY POP STRAWBERRY CANDY 44GRM,N,,3.29,22.63,23.00%,12,29.50%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5010478558915,1112496,PCK,1,0,SWIZZELS MATLOW REFRESHERS STICK 10PK 1PCE,N,,0.60,11.17,23.00%,36,36.42%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,8410525122903,1120345,PCK,1,0,FINI JELLY TEETH BAGS 85GRMM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525144264,1126302,PCK,1,0,FINI STRAWBERRY BITES BAG 85GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525121500,1177198,PCK,1,0,FINI MAGIC CARPETS BAG 85GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525152412,1184491,PCK,1,0,FINI JUNGLE ROPES BAG 85GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525116711,1191071,PCK,1,0,FINI FIZZY WORMS BAG 85GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525206146,1313050,PCK,1,0,FINI SOUR STRAWBERRY PENCILS BAG,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525206160,1313050,PCK,2,1,FINI RAINBOW SOUR TONGUES BAGS 80GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525206184,1313050,PCK,3,2,FINI STRAWBERRY SOUR TONGUES BAGS 80GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525206177,1337613,PCK,1,0,STRAWBERRY PENCILS,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525211096,1337613,PCK,2,1,FINI RAINBOW PENCILS BAGS 80GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525116780,1337613,PCK,3,2,FINI STRAWBERRY RINGS BAGS 80GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525268014,1337613,PCK,5,3,FINI JELLY CHERRIES BAG 80GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525179914,1337613,PCK,6,4,FINI FRIED EGGS BAG 80GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525202575,1337613,PCK,7,5,FINI LITTLE MIX BAG 80GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525160554,1337613,PCK,8,6,FINI SOUR LITTLE MIX BAG 80GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525263057,1337613,PCK,9,7,FINI TUBES INSIDE OUT BAG 80GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525116704,1337613,PCK,10,8,FINI STRAWBERRY JELLY KISSES BAG 80GRM,N,,1.10,7.62,23.00%,12,29.00%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8410525116766,1337613,PCK,11,9,FINI FIZZY JELLY COLA BOTTLES 80GRM,N,,1.00,7.62,23.00%,12,21.90%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5021778006341,1409705,PCK,0,0,JELLY BEAN MACHINE 1PCE,N,,2.50,12.50,23.00%,12,48.75%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,8410525178085,1479308,PCK,1,0,FINI WATERMELON SLICES BAG 85GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8436556391163,1497858,PCK,0,0,TROLLI WATERMELON,N,,1.65,11.79,23.00%,12,26.76%,N,606 - SHELTON DISTRIBUTERS LTD - 1LOC_SUP,
241 - RIALTO - O'LEARY,9001395013461,1609492,PCK,1,0,MILK CHOCOLATE EASTER HUNT BAG 300GRM,N,,2.00,31.22,23.00%,25,23.20%,N,610 - ROSE CONFECTIONERY CO LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,6957342912789,1617758,PCK,0,0,POPPING CANDY,N,,1.40,0.75,23.00%,1,34.11%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,070462004083,1668497,PCK,0,0,SWEDISH FISH TROPICAL,N,,3.00,19.65,23.00%,12,32.86%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,070970473562,1672469,PCK,0,0,MIKE&IKE MEGA MIX BOX,N,,3.00,19.25,23.00%,12,34.23%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5012035959678,1694258,PCK,1,0,MAOAM BLOXX 88GRM,N,,1.45,12.64,23.00%,20,46.39%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,070970471278,1725488,PCK,0,0,MIKE&IKE BERRY BLAST,N,,3.00,19.25,23.00%,12,34.23%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,010700858368,1782206,PCK,0,0,JOLLY RANCHER GUMMIES,N,,3.95,17.65,23.00%,12,54.20%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5011061107305,1788688,PCK,0,0,ZED MINI GUMBALL MACHINE 40GRM,N,,4.50,28.80,23.00%,12,34.40%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5904310231046,1794198,PCK,0,0,BIG DIPPER,N,,2.25,12.50,23.00%,12,43.06%,N,BTG - BOTANIC MARKETING LTD - 1LOC_SUP,
241 - RIALTO - O'LEARY,073390020620,1833127,PCK,0,0,AIRHEADS 6 BAR THEATRE BOX,N,,3.95,21.95,23.00%,12,43.04%,N,BTG - BOTANIC MARKETING LTD - 1LOC_SUP,
241 - RIALTO - O'LEARY,5010478614895,1834462,PCK,0,0,SWIZZELS STINGER BARS 18GRM,N,,0.55,13.20,23.00%,60,50.80%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5010478900998,1834462,PCK,1,1,SWIZZELS REFRESHER ORIGINAL BAR 18GRM,N,,0.55,13.20,23.00%,60,50.80%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,3116740015642,1840192,PCK,0,0,LUTTI ROLL UP GUM TUTTI FRUITI 35 GRMX24,N,,1.65,23.58,23.00%,24,26.76%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,3116740015536,1840196,PCK,0,0,LUTTI TUBBLE GUM TUTTI FRUITI 35GRMX36,N,,1.80,37.73,23.00%,36,28.38%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5017375034702,1882584,PCK,1,1,MILLIONS STRAWBERRY SWEETS TUBE 55G,N,,2.20,13.98,23.00%,12,34.87%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5017375034733,1882584,PCK,2,2,MILLIONS BUBBLEGUM SWEETS 55GRM,N,,2.20,14.70,23.00%,12,31.51%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5017375034726,1882584,PCK,3,3,MILLIONS COLA SWEETS 55GRM,N,,2.20,15.00,23.00%,12,30.11%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5200701003200,1882607,PCK,0,0,CRUNCHIES SURPRIZE PAW PARTOL,N,,2.00,10.30,23.00%,12,47.21%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5200701003187,1882608,PCK,0,0,PEPPA PIG SURPRIZE,N,,2.00,10.30,23.00%,12,47.21%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5010511481774,1930075,PCK,0,0,BARRATT WHAM EXTREME SOUR STICK 36GRM,N,,1.30,17.61,23.00%,40,58.35%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,96119341,1048696,PCK,2,1,CADBURY SMALL KIDS BAR 18GRM,N,,1.30,22.82,23.00%,60,64.01%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,57030609,1048696,PCK,3,2,CADBURY FUDGE 22GRM,N,,0.95,22.82,23.00%,60,50.76%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,7622201143480,1048696,PCK,4,3,CADBURY CURLY WURLY 21.5GRM,N,,0.95,18.26,23.00%,48,50.75%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8013399181818,1082511,PCK,4,1,CHEWITS COLA SWEETS 30GRM,N,,1.55,26.79,23.00%,40,46.85%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,80712756,1171275,PCK,1,0,ZAINI SURPRISE EGG BARBIE 20 GRM,N,,1.70,22.01,23.00%,24,33.65%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,80995715,1171275,PCK,2,1,ZAINI SURPRISE EGG HOT WHEELS 20 GRM,N,,1.70,22.01,23.00%,24,33.65%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,80799757,1171275,PCK,3,2,ZAINI SURPRISE EGG PAW PATROL 20 GRM,Y,,1.70,22.01,23.00%,24,33.65%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,80730873,1171275,PCK,4,3,ZAINI SURPRISE EGG SCOOBY DOO 20 GRM,N,,1.70,22.01,23.00%,24,33.65%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,80862499,1171275,PCK,5,4,ZAINI SURPRISE EGG SHIMMER & SHINE 20 GRM,Y,,1.70,22.01,23.00%,24,33.65%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,80710189,1171275,PCK,6,5,ZAINI SURPRISE EGG SPONGEBOB 20 GRM,N,,1.70,22.01,23.00%,24,33.65%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,80995081,1171275,PCK,7,6,ZAINI SURPRISE EGG UNICORN 20 GRM,N,,1.70,22.01,23.00%,24,33.65%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,80710196,1171280,PCK,1,0,ZAINI SURPRISE EGG MINNIE / SPIDERMAN 20GRM,N,,1.50,22.01,23.00%,24,24.80%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,96095232,1297328,PCK,1,1,CADBURY FUDGE PM25P 25GRM,N,,0.25,9.00,23.00%,60,26.20%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,8008743002574,1527632,PCK,0,0,NET BAG MILK CHOC GOLD COINS 75GRM,N,,2.00,80.94,23.00%,65,23.42%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8008743045779,1527653,PCK,1,0,NET MXD BAG M/CHOC SANTAS & SNOWMEN 68GRM,N,,1.85,35.60,23.00%,30,21.10%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8008743045762,1527686,PCK,0,0,NET BAG MILK CHOCOLATE COL BALLS 66GRM,N,,1.85,36.85,23.00%,32,23.44%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8008743045755,1527694,PCK,1,0,NET BAG M/CHOC HALLOWEEN HORROR FIG 68GRM,N,,1.85,35.56,23.00%,30,21.19%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8008743045731,1527703,PCK,0,0,NET BAG MILK CHOC ORANGE PUMPKNS 66GRM,Y,,1.85,37.93,23.00%,32,21.19%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,7622210783967,1555549,PCK,6,1,CADBURY DAIRY MILK FREDDO CARAMEL BAR 19.5GRM,N,,0.80,23.30,23.00%,60,40.29%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,57030623,1555549,PCK,4,4,CADBURY CHOMP BAR 21GRM,N,,0.80,23.40,23.00%,60,40.04%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,96049945,1555549,PCK,5,5,CADBURY DAIRY MILK FREDDO BAR 18GRM,N,,0.80,23.30,23.00%,60,40.29%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,80177609,1562922,PCK,1,0,KINDER KIDS MINI CHOC T4 55GRM,N,,1.30,14.25,23.00%,20,32.59%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,80578819,1613513,PCK,1,1,LOL MILK CHOCOLATE SURPRISE EGG 20GRM,N,,1.85,25.50,23.00%,24,29.36%,N,610 - ROSE CONFECTIONERY CO LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5021202549963,1619376,PCK,0,0,JAZZLES,N,,1.70,9.85,23.00%,12,40.61%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,8941170010746,1637759,PCK,0,0,KIDZZ JOY GIRL,N,,1.00,0.33,23.00%,1,60.03%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5099520008592,1640407,PCK,0,0,CAFFREYS MINT CRISP BAR 20GRM,Y,,0.65,17.35,23.00%,56,41.37%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,5391502096390,1640407,PCK,1,1,CAFFREYS BIG TIME BAR 20GRM,Y,,0.65,17.35,23.00%,56,41.37%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,5099520008448,1640407,PCK,2,2,CAFFREYS MACAROON BAR 20GRM,Y,,0.65,17.35,23.00%,56,41.37%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,57024295,1643418,PCK,0,0,CADBURY FREDDO TREASURE 14.4GRM,Y,,1.70,15.00,23.00%,24,54.78%,N,EPR - EXTENDED PROMOTIONS - 1LOC_SUP,
241 - RIALTO - O'LEARY,8000300430578,1647204,PCK,2,1,MILKYBAR KID WHITE CHOCOLATE BAR 12GRM,N,,0.75,15.98,23.00%,54,51.47%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5397136008273,1671037,PCK,0,0,WILTON MINT CRISP BAR 35GRM,N,,1.90,63.00,23.00%,60,32.03%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5397136008259,1671037,PCK,1,1,WILTON MACAROON CRISP BAR 35GRM,N,,1.90,63.00,23.00%,60,32.03%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8724900519036,1792847,PCK,0,0,COINS NET 80GRM,N,,1.30,0.80,23.00%,1,24.31%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,8004735106077,1793982,PCK,0,0,ZANI PAW PATROL MILK CHOC EGGS 3PK 20GRM,Y,,4.00,62.09,23.00%,24,20.45%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,8004735108767,1793983,PCK,0,0,ZANI LOL SUPRISE MILK CHOC EGGS 3PK 20GRM,Y,,4.00,62.09,23.00%,24,20.45%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,8724900517834,1806156,PCK,0,0,ROSES MILK CHOC RED HEARTS NET 80G,N,,1.70,29.27,23.00%,30,29.41%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,80969938,1825022,PCK,0,0,ZAINI UNICORN SURPRISE EGG,N,,1.50,0.72,23.00%,1,40.96%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,80878032,1856767,PCK,0,0,ZAINI COCOMELON CHOC EGG 20G,N,,1.50,20.50,23.00%,24,29.96%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,8724900520797,1860856,PCK,0,0,LARGE MILK CHOCOLATE EASTER COINS 60GRM,N,,2.20,26.02,23.00%,20,27.26%,N,610 - ROSE CONFECTIONERY CO LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8724900521473,1860980,PCK,1,0,MILK CHOCOLATE EASTER COIN NET 80GRM,Y,,2.20,33.82,23.00%,26,27.28%,N,610 - ROSE CONFECTIONERY CO LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,8724900521497,1860985,PCK,1,0,MILK CHOCOLATE EASTER EGG NET 80GRM,Y,,2.20,32.52,23.00%,25,27.27%,N,610 - ROSE CONFECTIONERY CO LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,5010511481125,1929956,PCK,0,0,BARRATT WHAM EXTREME BAR 25GRM,N,,1.10,30.00,23.00%,50,32.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5031396085109,1930086,PCK,0,0,BARRATT WHAM FLASH & DIP POP 25GRM,N,,3.30,22.00,23.00%,12,31.67%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,8410740096201,1930639,PCK,0,0,LACASITOS PENCIL CHOCOLATE GEMS 20GRM,N,,3.30,44.00,23.00%,24,31.67%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8410740006811,1930639,PCK,1,1,LACASITOS PEPPA PIG CHOCOLATE GEMS 20GRM,N,,3.30,36.00,23.00%,20,32.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8713600175000,1032230,PCK,8,8,LOOK O LOOK HANGING BAGS 110GRM,N,,2.75,24.56,23.00%,15,26.77%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8713600285969,1032230,PCK,13,12,LOL CANDY PIZZA IN BOX 435GRM,N,,7.00,54.63,23.00%,12,20.01%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5010478100213,1034391,PCK,0,0,SWIZZELS DRUMSTICK CHEW BAR R/BRY 18GRM,N,,0.65,14.69,23.00%,60,53.67%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5012035946913,1495258,PCK,0,0,HARIBO PINBALLS STICK 32GRM,N,,1.10,11.08,23.00%,30,58.70%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8713600286072,1516822,PCK,1,0,LOOKOLOOK MINI SUSHI CANDY,N,,3.89,27.51,23.00%,12,27.51%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,8713600286713,1516822,PCK,2,1,LOL MINI CANDY BURGER 130GRMX9,N,,3.90,20.63,23.00%,9,27.71%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5012035955083,1627036,PCK,0,0,HARIBO STARMIX HANGY PACK 42GRM,N,,1.15,12.82,23.00%,36,61.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011053022272,1633486,PCK,1,1,BAZOOKA JUICY DROP GUMMIES 57GRM,N,,3.00,22.63,23.00%,12,22.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5012035956370,1668090,PCK,0,0,HARIBO STARMIX 90G,N,,1.00,16.00,23.00%,24,18.00%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5996071682755,1746655,PCK,0,0,TINIZ JELLY ROPE 26GRM,N,,1.65,18.21,23.00%,20,32.13%,N,610 - ROSE CONFECTIONERY CO LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5011053024467,1761862,PCK,1,0,JUICY DROP BLAST 45GRM,N,,1.30,18.10,23.00%,24,28.64%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,8713600285983,1770140,PCK,1,0,LOL MINI CANDY PIZZA 85GRMX18,N,,4.00,41.27,23.00%,18,29.50%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
